komentar;sentiment
Sejujurnya tidak ada kekurangan yang berdampak signifikan. Mungkin lebih ke kesediaan waktu pak hrm yang sekali-kali tidak dapat hadir di perkuliahan. Tapi saya dapat memaklumi hal tersebut dan memahami kesibukan beliau.;negatif
Menurut saya belum menemukan kekurangan dalam perkuliahan ini dan hanya menemukan presensi kehadiran yang berbeda ;negatif
Sedikit kekurangan yang saya rasakan yaitu ;negatif
Terkadang kurangnya antusiasme mahasiswa terhadap apa yang dipresentasikan dosen terkait materi karena mereka kesulitan memahami;negatif
Materi yang diberikan cukup banyak dan memang dalam matkulnya banyak penggunaan bahasa bahasa yang jarang digunakan sehingga lumayan butuh effort untuk memahami ;negatif
kelebihannya mendapatkan materi yang belum pernah saya pelajari sehingga menambah wawasan saya;negatif
Kekurangan bahasa dan masih asing mendengar istilah istilahnya;negatif
ada beberapa istilah baru yang tidak atau belum dijelaskan sehingga sedikit menghambat pemahaman. pada saat praktikum juga waktu masuknya sering telat karena kelas sebelumnya molor, sehingga waktu untuk praktikun tidak cukup.;negatif
Terkadang penjelasan suatu materi melompat jauh, tidak ramah pemula dan seperti menjelaskan kepada yang sudah paham. Namun itu hanya sekali overall masi banyak yang bisa dipahami;negatif
Materi yang diberikan dalam ppt hanya garis besar atau belum terperinci;negatif
penjelasan yang dilakukan kadang terlalu cepat,sehingga menjadi tertinggal dan belum terlalu paham;negatif
Matkulnya sangat susah bagi saya orang awam yang belum punya basic/pengetahuan sama sekali tentang jaringan komputer, Terkadang dosen hanya berinteraksi kepada orang orang yang udah punya basic materi itu.. Jdi bagi orang² awam seperti pengen tahu, tapi ga ngerti apa yang dibahas antara dosen dan mahasiswa yang udah jago duluan.. ;negatif
menurut saya kekurangan utama dalam perkuliahan ini yang membuat saya kurang puas yaitu kurang bisa memahami materi;negatif
Sebenarnya tidak ada kekurangan dalam perkuliahan jaringan komputer, akan tetapi untuk penugasan terlalu sering ;negatif
penjelasan terlalu cepat sehingga sering ketinggalan apa yang dibahas/dijelaskan;negatif
Pada kuliah praktikum seringkali selesainya mepet untuk melaksanakan shalat jumat;negatif
Tugasnya sangat banyak tapi gapapa cukup membantu agar materi lebih dipahami lagi.;negatif
saya belum merasa ada kekurangan yang besar untuk mata kuliah ini selama setengah semester terakhir;negatif
waktu nya kurang , jadi materi yang sampaikan terkadang belum selesai dibahas ;negatif
Jam pembelajaran disiang hari membuat beberapa mahasiswa malas dan mengantuk, pembelajarannya masih fokus ke modul pada materi, teman-teman saya terkadang mengeluh karna lumayan sulit untuk dipahami ketika memperhatikan, apalagi yang tidak.;negatif
Karena lingkup jaringan komputer yang luas, banyak hal yang baru dan harus dipelajari membuat sedikit kesulitan apabila cara mengajar nya terlalu cepat dan kurang detail;negatif
selama setengah semester belum menemukan kekurangan yang mencolok dalam perkuliahan ini;negatif
Tugas kelompok untuk praktikum yang masih kurang kondusif mulai dari waktu yang mepet dan sebagainya;negatif
Terkadang cara penyampaian materi terlalu cepat, sehingga saya sedikit kesusahan untuk memahami, dan tertinggal;negatif
Dari saya hanya sedikit kurang paham dengan beberapa materi mungkin bisa lebih diperhatikan dari setiap individu nyaa;negatif
Terkadang merasa kurang paham materi yang diberikan, karena penjelasan cukup cepat sehingga kurang memahami dengan baik;negatif
tugasnya terlalu banyak dan jamnya matkulnya menurut saya kurang karena di Jaringan komunikasi itu banyak hal yang baru saya tau;negatif
Keterbatasan waktu serta penjelasan yang sangat cepat sedikit menjadi kendala dalam memahami materi;negatif
tergantung konteks dan pengalaman individu. ;negatif
mungkin terlalu berlebihan dalam memberikan tugas, selebihnya sudah cukup;negatif
Untuk kekurangan pada perkuliahan ini mungkin pada praktikumnya yang kurang dari segi waktu dan tempat;negatif
1.) Kurangnya kehadiran ;negatif
Kekurangan dalam perkuliahan ini adalah praktikum yang terkadang lebih dulu ketimbang teori;negatif
Materi gak langsung di share, terus masih kadang mau tanya masih agak ragu karna bahasanya masih beberapa asing;negatif
menyampaikan materi kadang terlalu cepat, tugas nya juga dateng tiap minggu dengan syarat yg alhamdulillah detail juga;negatif
Saya begitu kurang bisa menangkap atau memahami ketika metode pembelajarannya duduk biasa seperti dipertemukan 1-6, terkadang ketika dijelaskan saya asik main handphone dikarenakan kurang paham dan agak gimana gitu, beda halnya dengan pas pertemuan 7 yang disuruh kelompok dan duduknya bareng2 jadi kesannya lebih enak dan juga menyenangkan ;negatif
Kalo untuk kekurangannya sendiri sebenarnya saya belum menemukan nya, tapi mungkin karena kuliahnya diwaktu siang dan ruangannya dilantai 4 jadi mungkin agak lelah gitu.;negatif
Jadwal masuk praktikum yang tidak jelas dan terkesan tidak niat;negatif
Sebelumnya saya mohon maaf saya kurang puas terhadap asisten dosen perkuliahan ini dikarenakan sering menunda-nunda dan tidak tepat waktu.;negatif
Menurut saya, kekurangan utama dalam perkuliahan ini yang membuat saya merasa kurang puas adalah kurangnya relevansi dengan dunia kerja;negatif
Kurang paham diteori sama praktikumnya, karna terkadang yang disampaikan dimateri sama praktikumnya beda;negatif
"mungkin di praktikum nya yg beda hari dan beda jadwal dan berbeda pemateri (asdos) sehingga terjadi banyak kendala"" terkait matkul ini di praktikumnya.";negatif
Secara global menurut saya tidak ada. Tapi karena saya masih belum mempunyai laptop maka saya rasa saya kurang cakap dalam matkul ini;negatif
asdosnya kurang disiplin;negatif
pada jam praktikum sering terjadi keterlambatan dan pernah terjadi tidak ada jam kuliah tanpa kabar libur dari pengajar;negatif
Menurut saya kekurangan dalam perkuliahan ini hanya kurang dalam praktikum saja, karena asdos yang se enak nya sendiri dan suka menyepelekan jam pagi sehingga kita yang awalnya semangat untuk kuliah menjadi malas karena asdos yang tidak konsisten ;negatif
kekurangannya kurang puas pada praktikumnya seperti tidak tertata;negatif
kekurangan masi ada saya rasakan dalam praktikum karna beberapa kali tidak masuk dan tabrakan dengan tnggal merah ;negatif
Perkuliahan praktikum sering gk jelas masuknya;negatif
mungkin waktu belajarnya, karena siang menjelang sore itu jam nya istirahat jadi mudah ngantuk dan tidak fokus;negatif
Jam segitu jam rawan ngantuk;negatif
Asdos yang sangat kurang disiplin ;negatif
di praktikum assisten dosen nya tidak.bertanggung jawab dalam bicaranya disaat mahasiswa sudah niat dari rumah malah dibuat merasa dikhianati;negatif
praktikum tidak berjalan secara sistematis, asisten dosen sering telat dan seenaknya ganti jam jadi sore, eh giliran udah brangkat malah gajadi karna RJ45 nya habis 🥰. minggu berikutnya keulang lagi, udh ditungguin 1 jam dilab, brangkat buru buru ga sempet sarapan trnyata jamnya diganti sore 🥶. Btw kurang nyaman jg sama lab nya;negatif
teori dalam praktikum yang kurang mewadahi/kekurangan waktu untuk materinya;negatif
kekurangannya cuma ada di matkuk praktikum jarkom yg kadang jarang masuk;negatif
kekurangan itu ada di segi fasilitas nya untuk bagian yang praktik.;negatif
penjelasannya kurang bisa dipahami;negatif
keterelambatan asisten pembimbing dalam matkul praktikum dan itu bukan hanya sekali atau dua kali tapi sudah beberapa kali, dan itu membuat saya tidak puas dengan pelajaran tersebut.;negatif
Perubahan jadwal yg mendadak dan tidak ada konfirmasi terlebih dahulu terutama di praktikum;negatif
tidak ada, sejauh ini metode pembelajaran yang digunakan sudah bagus, penyampain pembelajaran juga sudah tergolong praktis;negatif
Saat praktikum pengkondisian dalam kelas agak kurang teratur dan tidak efektif, selain itu terkadang tidak tepat waktu;negatif
Dalam perkuliahan ini yang membuat saya nyaman adalah ketika praktikum banyak keluhan dari mahasiswa kepada asisten dosen.;negatif
1. penyampaian di parktikum terlalu cepat, sehingga banyak mahasiswa yang belum paham dan terpaksa tetap lanjut materi;negatif
Penugasan pada matkul praktikum jaringan komputer terkesan menyulitkan;negatif
Kekurangan di matkul ini pada saat praktikum, karena mas bayu yang sering terlambat dan maangganti hari  dan ;negatif
Yang menjadi kekurangan utama saya dalam perkuliahan dan kurang puas adalah cara saya membagi waktu dan semangat dalan bekajar;negatif
lebih ke arah praktikumnya termasuk asisten dosen terlalu seenaknya sendiri tidak ikuti aturan dari dosenya;negatif
Yang saya rasa kurang yaitu dalam paktikumnya karena asistennya seolah olah tidak peduli atau bisa dibilang seenaknya sendiri. Kalau misalkan dia pengen libur ya libur misal masuk ya masuk jangan kalau anak anak sudah pada berangkat dia baru bilang kalau tidak bisa datang dan itupun harus kami dari perwakilan kelas yang mengabari terlebih dahulu;negatif
paling di matkul praktikum, asisten dosennya kurang profesional terutama soal jam matkul.;negatif
untuk praktikum jam kelas C selalu berkurang;negatif
Terkadang masalah waktu misalnya saat presentasi;negatif
Kurang,karena dari saya sendiri sihh karena emang dasarnya belum ngerti codingan banget;negatif
Saya rasa tidak ada tapi masih banyak yang perlu ditingkatkan kan seperti praktikum bagi mahasiswa karena mahasiswa tanpa praktikum bisa apa;negatif
Menurut saya kekurangannya hanya dari materi perkuliahan yang sangat banyak tapi dapat di sempitkan menjadi lebih efesien;negatif
Kekuarangannya, yaitu jika ada perpindahan kelas, maka kita kesulitan dalam mencari ruang kelas yang kosong;negatif
kekurangannya mungkin seperti dosen tidak masuk atau tidak tepat waktu, tetapi kekurangan tersebut tidak terlalu kurang bagi saya dikarenakan saya memahami bagaimana padatnya jadwal dosen;negatif
Kekurangan dalam perkuliahan ini seharusnya lebih diseimbangkan antara presentasi dengan pemaparan materi oleh dosen pengampu;negatif
Kekurangannya tugasnya yang lumayan susah dan pengajar yang kadang selalu tidak hadir;negatif
Secara keseluruhan perkuliahan mta kuliah DISTER sudah cukup memuaskan namun menurut saya pribadi masih ada kekurangannya yaitu dosen pengampu yang sering sekali tidak hadir kelas dikarenakan keluar kota :( ;negatif
Materinya kebanyakan menjelaskan pptnya, tidak langsung menuju ke praktiknya, membuat jadi bingung untuk memahami materinya;negatif
Menurut saya perkuliahan mata kuliah ini sudah cukup baik namun lebih baik lagi kalau dosen memberikan penjelasan atau praktik langsung tentang codenya;negatif
kadang tugasnya lumayan membebani;negatif
kekurangan pada matakuliah ini adalah tugas akhir yang susah, faktor ini disebabkan karena banyak nya materi yang diberikan pada semester dan harus diimplementasikan saat pengerjaan tugas akhir.;negatif
kekurangan dalam perkuliahan ini adalah kurangnya penjelasan dari setiap materi yang disampaikan ;negatif
Kesibukan dosen, sering tidak masuk dan jika diganti dengan asdos seperti pada pertemuan sebelumnya menjadi kurang maksimal;negatif
Kekurangan utama dalam perkuliahan ini adalah materi yang sangat sulit di pahami, butuh proses yang sedikit lebih lama untuk penguasaan materi;negatif
Terkadang dari sisi teman yang kurang nyaman;negatif
Mungkin kekurangan dalam perkuliahan ini hanya beberapa saja seperti kurangnya penjelasan tetapi bisa ditutup dengan video pembelajaran;negatif
Kekurangan utamanya yaitu tentang waktu perkuliahan yang kurang.;negatif
Penjelasan nya kurang bisa dipahami, terlalu ringkas saat menjelaskan tiba-tiba tugas;negatif
Untuk kekurangan pada matkul ini mungkin tidak cukup banyak hanya saja pada tugas akhir terlalu berat ;negatif
Beberapa kali tidak masuk kelas, membuat saya merasa ketinggalan pelajaran dan harus effort utk belajar materi yg termasuk sulit secara mandiri ;negatif
kekurangan yang dapat saya simpulkan mungkin masih ada pemahaman dari mata kuliah ini yang masih terlalu rumit, lalu waktu dalam perkuliahan yang tidak sebanding dengan bobot mata kuliah, permasalahan yang semakin kompleks;negatif
Beberapa kali jamnya kosong sehingga banyak materi yang belum tersampaikan;negatif
Adakalanya dosen tidak hadir diwaktu perkuliahan sehingga membuat materi tertinggal ;negatif
untuk sub bab materi yang terkadang ada juga yang kurang begitu di pahami dan dimengerti;negatif
Menurut saya kekurangan dari perkuliahan ini yaitu bapak terkadang tidak bisa hadir tetapi lupa atau tidak memberikan informasi sebelum jadwal perkuliahan dimulai ;negatif
Kekurangan dalam perkuliahan ini sudah tepat, hanya saja dosen sering memberikan tugas secara online atau tidak didalam kelas.;negatif
Pada perkuliahan ini sering mendapat kan banyak tugas sehingga kita kesusahan jika ingin bertanya;negatif
Walaupun perkuliahan dilakukan terprogram dan dengan targetnya kadangkala dosen tidak masuk saat perkuliahan hal ini membuat beberapa program perkuliahan harus diubah. ;negatif
menurut saya kekurangan dalam perkuliahan ini yaitu tidak ada jam praktikum jadi harus praktikum dirumah sendiri dan terkadang mager jika melakukan praktikum dirumah;negatif
Kekurangan adalah kurang detail dalam memberi target ke mahasiswa untuk kedepan nya;negatif
Menurut saya yang menjadi kekurangan utama dalam perkuliahan yang membuat merasa kurang puas adalah melakukan praktikkum dirumah karena terkadang masih bingung ;negatif
menurut saya kekurangan dari matakuliah ini sendiri adalah kurangnya penjelasan mengenai kode pemrograman dari dosen;negatif
Pada perkuliahan ini kekurangannya tidak memberi penjelasan coding dari dasar dengan bahasa yang menurut saya baru;negatif
Terkadang masih ada jam kosong yang telat diberitahukan, dan menurut saya jam kosong tersebut agak merugikan pihak mahasiswa karena akan berpengaruh terhadap tugas presentasi maupun yang lainnya;negatif
Pengumuman libur yang mendadak karena mahasiswa sudah menunggu dan jam sore yang mana energi untuk belajar tinggal sedikit. ;negatif
kalau memberitahun kelas jangan mendadak, sebaiknya jika memberi tugas materinya diberikan terlebih dahulu sehingga yg mengerjakan menjadi paham;negatif
menurut saya kekurangannya ada jam pengganti apabila dosen tidak masuk, minimal diberikan preview materi baru terlebih dahulu agar mahasiswa bisa mengetahui next pertemuan yang akan dibahas;negatif
Menurut saya, mungkin untuk pembagian kelompoknya ketika ada tugas project itu kurang merata, dan tidak ada mata kuliah praktikumnya.;negatif
Kadang ada beberapa materi yang disampaikan tidak dapat dicerna beberapa mahasiswa;negatif
Banyak tugas kuliah dan kurangnya materi yang disampaikan ;negatif
Bannyaknya mahasiswa yang masih tidak mengerti sehing ketika diberikan projek kelompok banyak bergantung kepada salahsatu mhasiswa ;negatif
pada perkuliahan ini tidak ada praktikum, sehingga apabila mengalami kesulitan dalam pembelajaran sulit untuk memecahkan bersama;negatif
Kurang bisa mengikuti apabila mahasiswa tidak memahami betul bahasa yang digunakan, mungkin dapat dijelaskan beberapa syntax yang ada terlebih dahulu;negatif
Waktu perkulihannya terlalu malam sehingga mahasiswa sudah merasa capek dan ngantuk;negatif
Kekurangan dari perkuliahan ini adalah beberapa pertemuan dosen tidak masuk karena ada kegiatan di luar kampus ;negatif
Kekurangan nya adalah jadwal perkuliahan yang kurang tepat waktu atau keterlambatan informasi yang diterima mahasiswa terkait libur tidak nya perkuliahan pada hari tersebut, kebersihan yang kurang diperhatikan, tempat ibadah untuk bagian wudhu Ikhwan dan akhwat tidak terpisah, dosen yang kurang sabar kepada mahasiswa yang kurang faham, dosen yang kurang adil mengenai cara mengajar mahasiswa dikarenakan kemampuan mahasiswa yang berbeda beda.;negatif
Kekurangan dalam perkuliahan ini secara pribadi, saya kurang cepat menangkap materi harus perlu banyak waktu tidak langsung paham saat hari itu juga materi diberikan;negatif
Jadwal perkuliahan yang dilaksanakan saat sore hari dimana peserta sudah mulai kurang konsentrasi saat mengikuti perkuliahan di kelas;negatif
Materi yang kompleks dan rumit, akan tetapi ada beberapa pertemuan kosong. Selain itu durasi perkuliahan yang singkat dan terlalu sore menjadi kekurangan materi kurang maksimalnya materi yang disampaikan.;negatif
Untuk kekurangan dalam perkuliahan ini menurut saya banyak waktu libur yang diberikan oleh bapak dosen sehingga banyak materi yang kami belum dapatkan.;negatif
Untuk kekurangan dari mata kuliah sister ini pak hrm ada beberapa kali dinas luar sehingga ada kelas yang tidak di isi dan tidak di berikan tugas walaupun pada waktu di grup bilangnya akan di kasih tugas ;negatif
terkadang penyampaian materi terlalu cepat jadinya beberapa mahasiswa kurang ada gambaran terlebih dahulu;negatif
Waktu untuk perkuliahan tidak pasti, kadang berubah ubah tidak sesuai jadwal;negatif
"perkuliahane aman pak cuma saya nya aja yang kadang""kurang memahami matkul nya.";negatif
Menurut saya di perkuliahan ini saya lebih kurang paham dengan materi yang di sampaikan;negatif
Kurangnya Kualitas Pengajaran: Metode pengajaran yang kurang efektif, dosen yang tidak dapat menjelaskan materi dengan baik, atau kurangnya keterlibatan dosen dalam proses belajar.  Beban Kerja yang Berlebihan;negatif
Banyak tugas, setiap pertemuan hampir ada tugas yang terkadang baru selesai bernapas lega harus kembali berpikir untuk tugas selainjutnya. Apalagi tugas yang semakin susah;negatif
Beberapa pertemuan yang terlewat jadi proses pembelajaran sedikit terlambat. Kadang beberapa materi ada yang belum dishare ke mahasiswa diluar jam pembelajaran.;negatif
Yang membuat saya kurang puas dengan perkuliahan ini yaitu ketika disuruh untuk belajar mandiri atau memahami suatu materi yang berasal dari web, karena saya cukup kesulitan memahami materi jika tidak dijelaskan secara langsung;negatif
kekurangan dalam perkuliahan ini yaitu seringnya kosong atau tidak adanya pembelajaran perkuliahan ;negatif
Dasar dari mata kuliah ini yang belum disampaikan secara maksimal dan sedikit materi yang di post mengenai mata kuliah ini;negatif
kekurangan pada perkuliahan ini yang membuat kurang puas adalah terkadang ada materi yang harus dicari sendiri agar kita dapat belajar lebih dari apa yang disampaikan dosen, tapi terkadang dalam praktiknya membuat pusing karna jika didapat eror dan harus mencari alasannya kenapa bisa eror, dsb.;negatif
Kekurangannya adalah ketika info jam kosong atau tidak ada kelas menginfokan mendadak;negatif
Jam yang terlalu sore menurut saya kurang efektif karna jarak dari matkul sebelumnya agak lama;negatif
sedikit sulit dan kurang mudah di fahami mata kuliah ini;negatif
walaupun mata kuliah dasar-dasar pemrograman adalah fokus utama dari prodi teknologi informasi, akan tetapi mata kuliah ini memiki sks yng terbilang sedikit untuk mata kuliah asli dari teknologi informasi itu sendiri;negatif
Dosen yang mengampu mapel tersebut terlalu cepat menjelaskan sehingga saya yang baru saja berkiprah di teknologi informasi merasa kesulitan memahami materi;negatif
Saya belum bisa mengikuti pembelajaran karena saya tidak memiliki ilmu dasarnya;negatif
Kurangnya sks ;negatif
Karena masih mahasiswa baru jadi belum terlalu bisa membuat makalah ;negatif
Pemberian materi terkesan lambat;negatif
Kosong tapi jarang ada materi yang masuk;negatif
jam mata kuliah yang terlalu sore, menyebabkan rentan kurang konsentrasi;negatif
Mungkin tidak ada yang kurang dari mata kuliah ini karena mata kuliah ini  bisa di praktikan nanti dalam dunia kerja ;negatif
Untuk sejauh ini belum ada;positif
Karena matkul ini terlalu sore jadi terkadang sudah tidak fokus dan kurang memperhatikan;negatif
Menurut saya kekurangannya hanya di jam sore saja pak, karena kalo sore sudah lapar dan sedikit ngantuk;negatif
kekurangannya adalah berdasarkan jadwal pembelajaran yang kadang berubah tidak sesuai jadwal;negatif
Minggu² awal jarang masuk, namun tidak diberi materi;negatif
terlalu banyak jam kosong;negatif
banyak jam kosong ;negatif
Jam perkuliahan terkadang molor atau mundur dari jadwal aslinya;negatif
logic yang terlalu kompleks terkadang membuat bingung mahasiswa dalam memahaminya;negatif
Tidak ada sarananya;positif
Ada bebrapa hal yang belom saya pahami terkait dengan coding;negatif
Mungkin lebih banyak contoh bagaimana cara penerimaan dari mata kuliah ini dan diberi codingannya;negatif
suka ngelawak tapi agak garing, jadinya sedikit awkward (apalagi saya sering di depan);negatif
kekurangan utama perkuliahan sistem paralel dan terdistribusi adalah kompleksitas materi yang kadang kurang saya mengerti;negatif
Sering libur atau disuruh belajar mandiri, sehingga mahasiswa terkadang mengalami kendala saat bingung dengan materinya;negatif
Mata kuliah masih terdapat banyak hari kosong di awal pertemuan;negatif
Mungkin kekurangan nya tidak banyak tapi saya yg kurang bisa mengikuti materi dan akhir nya belajar disaat kerja kelompok;negatif
Tidak ada sudah baik ;positif
Kekurangan utama dalam perkuliahan ini yaitu waktu perkuliahan di sore hari membuat kurang maksimal karena jam jam rawan ngantuk;negatif
Menurut saya yang menjadi kekurangan dalam perkuliahan ini adalah waktu perkuliahan yang dilaksanakan pada sore hari;negatif
yang menurut saya menjadi kekurangan utama dalam perkuliahan ini adalah mungkin belum ada yang membuat saya kurang puas;negatif
Kekurangan dari perkuliahan ini menurut saya adalah waktu perkuliahan di sore hari menjadikan kurang maksimal dikarenakan jeda terlalu lama dengan mata kuliah pagi. Jika sore waktu juga di buru2 kegiatan lain di luar kampus;negatif
Sebaiknya, apabila bapak dosen tidak bisa hadir, materi/roadmap/rps dapat dikirm dahulu di elearning maupun grup wa, agar kami dapat mengerjakan tugas dan belajar materinya;negatif
kekurangan di mata kuliah ini menurut saya, waktu perkuliahan di sore hari dan jangka waktu sama matkul sebelumnya lumayan lama, jadi Mahasiswa yang mengikuti mata kuliah ini jadi mudah merasa lelah dan kasihan juga yang rumah nya jauh dari kampus, jadi sampai rumah kemalaman, di karenakan teman saya juga ada yang berangkat menaiki bis BRT;negatif
jujur tidak ada kekurangan kalau menurut saya kalau misalkan masalah ketepatan waktu cukup fleksibel karena dari mahasiswapun siap menunggu;negatif
Alhamdulillah di semester ini kebanyakan tugas kelompok, jadi tidak begitu terbebani dan merasa puas;negatif
Kekurangan fasilitas (ruang kelas yang ga ada kursi, meja, dan bahan/alat buat praktik matkul robotika?) ;negatif
bagi saya belum merasa ada kekurangan pada mata perkuliahan ini karena sudah bawaan dari SMK yang sudah sedikit mengerti ;negatif
Kekurangan utama dalam perkuliahan ini saya rasa adanya Ma'had yang sedikit mengganggu kegiatan belajar sendiri ketika di ma'had;negatif
Bingung membedakan antara perintah-perintah bahasa pemrograman;negatif
Dosen pengampu mata kuliah tersebut terlalu cepat dalam menjelaskan materi sehingga saya tidak paham sepenuhnya materi yang di sampaikan;negatif
Tidak ada, karena semua pertanyaan dari murid dapat ditampung dan dijawab dengan bahasa yang mudah dimengerti;positif
tugas yang mengharuskan mengerjakannya dimalam hari karena mahad ;negatif
mungkin yang menjadi kekurangan yaitu;positif
Saya kurang puas dengan dosen yang menjelaskan matkulnya secara singkat dan tidak memahamkan mahasiswanya mungkin cuman berapa anak saja ;negatif
Cukup mudah di pahami ;positif
Mudah dipahami dan dimengerti dalam menjelaskan maupun mem praktekkan pelajaran;positif
Saya sangat senang apabila masuk di kelas ini karena pengajaran yang diberikan tidak monoton;positif
Menurut saya cukup baik untuk metode pengajaran yang digunakan dalam perkuliahan ;positif
Metode yang digunakan dalam pembelajaran ini sudah baik, mulai dari dijelaskan teorinya, diptaktekan teorinya dan yang paling saya suka adalah tugas menulis karena dengan menulis saya lebih bisa memahami suatu teori;positif
Dalam pembelajaran teori, bagi saya kurang tepat karena kurangnya ilustrasi.;negatif
Metode pembelajaran nya ya okh lah di samping ada materi ada juga praktikum nya,jadi mahasiswa jadi lebih paham;positif
Menurut saya metode pembelajaran ini cukup baik,hanya saja terlalu cepat ketika menjelaskan sehingga saya tertinggal di beberapa sub pembahasanan;negatif
Bagi saya metode pembelajaran ini mudah untuk di pahami dan tidak bertele tele ;positif
menurut saya metode pengajaran yang di gunakan dalam perkuliahan ini cukup menarik, karena selalu berinteraksi ke mhsnya, mahasiswa di tunjuk untuk memberi pendapatan dan mengasah mahasiswa nya untuk lebih berfikir kritis, dari bpk dosennya pun kalau menjelaskan sudah sangat jelas dan baik, dan saya suka perkuliahan ini.;positif
puas, saya suka mata kuliah yang teori dan praktikumnya di semester yang sama apalagi teorinya langsung dijelaskan sama dosen, tetapi alangkah baiknya jika jadwal perkuliahannya dilangsungkan di hari yang sama juga(masukan);negatif
metode yang digunakan pada pekulihan saat ini saya rasa sudah efektif, dengan penjelasan materi yang jelas, pemberian contoh dalam keadaan nyata dan praktikum, sehingga memudahkan pemahaman.;positif
Metode yang di gunakan sudah tepat karena saya merasa tidak membosankan saat perkuliahan ;positif
Sangat membantu proses belajar . Tidak hanya menjelaskan tetapi juga lamgsung praktek dilapangan sehingga tau materi yang dibahas dan cara kerjanya seperti apa;positif
Saya suka dengan metode pengajaran yang digunakan dalam perkuliahan ini dan mungkin jika ada quiz bisa diinfokan minimal sehari sebelumnya hehee;positif
Metode yang digunakan sudah cukup baik, dalam penyampaian materi lebih ringkas sehingga saya lebih cepat paham;positif
Metode pengajaran cukup bagus Dan efektif disamping ada pemaparan materi ada juga quiz Dan diskusi kelompok jadi tidak monoton.;positif
Materi disajikan per sub bab sehingga mudah ditangkap dan dipahami;positif
sejauh ini alhamdulillah masih aman kalau ada kendala atau kesulitan masih bisa diikuti;positif
bagus, dijelaskan dlu oleh dosen dan terkadang ada diskusi kelompok;positif
Metode yang diberikan pada matkul teori mudah dipahami, dengan menggunakan power point yang ditampilkan saat pembelajaran membuat mahasiwa juga bisa mendapat lebih banyak informasi karena ppt juga ringkas tapi mencakup semuanya, apa yang dijelaskan dan dipaparkan dari ppt juga sudah cukup membuat mahasiswa paham karena dijelaskan secara rinci dan keseluruhan;positif
Metode yang digunakan dalam perkuliahan ini cukup efektif. Di perkuliahan ini menggunakan metode pengajaran teori dan praktek, sehingga mahasiswa dapat mengimplementasikan teori yg didapat ke dalam praktikum.;positif
untuk metode pengajarannya saya rasa sangat bagus karena dosen nya tidak terlalu mamaksaan materi harus selesai, tetapi biar materi nya sedikit demi sedikit yang pasti mahasiswa mudah memahami nya;positif
sebenarnya dengan bantuan asisten sangat membantu dalam praktikum kami, tetapi terkadang asisten telat datang selebihnya tidak ada yang kurang;negatif
Menurut saya itu sangat bagus , kerana dapat materi langsung praktek jadi lebih ingat materi nya dari pada biasanya .;positif
Bagus mahasiswa dapat memahami materi secara seksama dan diskusi tentang materi yang di pelajari ;positif
Menurut saya metode yang di gunakan di perkuliahan ini sudah bagus dan mudah di pahami ;positif
Saya sangat suka dan merasa sangat terbantu dengan metode yg digunakan. Rasanya sangat worth it, saya tidak hanya duduk mendengarkan tapi juga dapat aktif berdiskusi. Jadi ilmu yang saya dapat insyaAllah lebih banyak.;positif
Sangat bagus dan berbeda dengan dosen yang lainnya tentunya dalam soal presensi kehadiran perkuliahan ;positif
Metode pengajaran yang diberikan jelas tapi dengan suasana kelas yang santai sehingga mudah dipahami dan dosen melalukan pembelajaran secara komunikatif sehingga kita juga diajak berdiskusi sehingga tidak hanya mendengarkan;positif
Dengan cara diskusi kelompok memudahkan mahasiswa belajar berpendapat dan berekspresi;positif
Lumayan bagus karena dosennya tau bahwa materinya banyak maka dijelaskan per layer sehingga nggak terlalu susah sih tapi tetap harus effort untuk memahami ;positif
metodenya sangat efektif karena menggunakan media ppt dan di jelaskan setiap poin-poin di dalam materinya;positif
Sudah baik,Mudah di mengerti untuk orang yang batu belajar  ;positif
metode pembelajaran sudah baik, mungkin akan lebih baik lagi jika di akhir pembelajaran ada review materi yang diajarkan atau juga bisa diadakan quiz;positif
Klo bagi saya ini sudah lumayan efektif dengan tugas tugas yang diberikan menjadikan kita buat lebih sering buka materi tentang matkul ini.;positif
Bagus dan mudah dipahami apalagi saat dibagi ke dalam kelompok menambah keaktifan mahasiswa;positif
metode yang digunakan sudah baik karena terdapat interaksi atau pendekatan kepada mahasiswa secara langsung;positif
Saya sangat setuju, karena metode ini membuat saya lebih memahami dan juga kadang metodenya bervariatif jadinya tidak bikin ngantuk. ;positif
menurut saya metode pengajaran yang digunakan dalam perkuliahan ini bagus ;positif
Metode pengajaran bagus, dosen menjelaskan point-point penting secara rinci dan detail ;positif
efektif terutama terkait presentasi spontan untuk mengasah public speaking mahasiswa;positif
Cukup menarik untuk dilihat dan cukup mudah untuk memahami materi yang diberikan dosen;positif
Saya sangat suka dengan metode pembelajaran yang dilakukan oleh pak hrm karena menyenangkan dan tidak membosankan.;positif
pada metode pembelajaran interaktif seperti berkelompok secara langsung dengan teman menurut saya sangat efektif karena kita dituntut untuk mempelajari materi yang akan dipresentasikan, karena diberi batasan waktu;positif
metode pengajaran yang di gunakan pak hrm cukup baik karena mata kuliah jaringan komputer bisa dibilangan lumayan sulit apabila tidak di bimbing atau dijelaskan langsung oleh dosen nya ;positif
