komentar;sentiment
Kalo untuk kekurangannya sendiri sebenarnya saya belum menemukan nya  tapi mungkin karena kuliahnya diwaktu siang dan ruangannya dilantai 4 jadi mungkin agak lelah gitu.;negatif
Jadwal masuk praktikum yang tidak jelas dan terkesan tidak niat;negatif
Sebelumnya saya mohon maaf saya kurang puas terhadap asisten dosen perkuliahan ini dikarenakan sering menunda-nunda dan tidak tepat waktu.;negatif
Menurut saya  kekurangan utama dalam perkuliahan ini yang membuat saya merasa kurang puas adalah kurangnya relevansi dengan dunia kerja;negatif
Kurang paham diteori sama praktikumnya  karna terkadang yang disampaikan dimateri sama praktikumnya beda;negatif
"mungkin di praktikum nya yg beda hari dan beda jadwal dan berbeda pemateri (asdos) sehingga terjadi banyak kendala"" terkait matkul ini di praktikumnya.";negatif
Secara global menurut saya tidak ada. Tapi karena saya masih belum mempunyai laptop maka saya rasa saya kurang cakap dalam matkul ini;negatif
asdosnya kurang disiplin;negatif
pada jam praktikum sering terjadi keterlambatan dan pernah terjadi tidak ada jam kuliah tanpa kabar libur dari pengajar;negatif
Menurut saya kekurangan dalam perkuliahan ini hanya kurang dalam praktikum saja  karena asdos yang se enak nya sendiri dan suka menyepelekan jam pagi sehingga kita yang awalnya semangat untuk kuliah menjadi malas karena asdos yang tidak konsisten ;negatif
kekurangannya kurang puas pada praktikumnya seperti tidak tertata;negatif
kekurangan masi ada saya rasakan dalam praktikum karna beberapa kali tidak masuk dan tabrakan dengan tnggal merah ;negatif
Perkuliahan praktikum sering gk jelas masuknya;negatif
mungkin waktu belajarnya  karena siang menjelang sore itu jam nya istirahat jadi mudah ngantuk dan tidak fokus;negatif
Jam segitu jam rawan ngantuk;negatif
Asdos yang sangat kurang disiplin ;negatif
di praktikum assisten dosen nya tidak.bertanggung jawab dalam bicaranya disaat mahasiswa sudah niat dari rumah malah dibuat merasa dikhianati;negatif
praktikum tidak berjalan secara sistematis  asisten dosen sering telat dan seenaknya ganti jam jadi sore  eh giliran udah brangkat malah gajadi karna RJ45 nya habis ??. minggu berikutnya keulang lagi  udh ditungguin 1 jam dilab  brangkat buru buru ga sempet sarapan trnyata jamnya diganti sore ??. Btw kurang nyaman jg sama lab nya;negatif
teori dalam praktikum yang kurang mewadahi/kekurangan waktu untuk materinya;negatif
kekurangannya cuma ada di matkuk praktikum jarkom yg kadang jarang masuk;negatif
kekurangan itu ada di segi fasilitas nya untuk bagian yang praktik.;negatif
penjelasannya kurang bisa dipahami;negatif
keterelambatan asisten pembimbing dalam matkul praktikum dan itu bukan hanya sekali atau dua kali tapi sudah beberapa kali  dan itu membuat saya tidak puas dengan pelajaran tersebut.;negatif
Perubahan jadwal yg mendadak dan tidak ada konfirmasi terlebih dahulu terutama di praktikum;negatif
tidak ada  sejauh ini metode pembelajaran yang digunakan sudah bagus  penyampain pembelajaran juga sudah tergolong praktis;negatif
Saat praktikum pengkondisian dalam kelas agak kurang teratur dan tidak efektif  selain itu terkadang tidak tepat waktu;negatif
Dalam perkuliahan ini yang membuat saya nyaman adalah ketika praktikum banyak keluhan dari mahasiswa kepada asisten dosen.;negatif
1. penyampaian di parktikum terlalu cepat  sehingga banyak mahasiswa yang belum paham dan terpaksa tetap lanjut materi;negatif
Penugasan pada matkul praktikum jaringan komputer terkesan menyulitkan;negatif
Kekurangan di matkul ini pada saat praktikum  karena mas bayu yang sering terlambat dan maangganti hari  dan ;negatif
Yang menjadi kekurangan utama saya dalam perkuliahan dan kurang puas adalah cara saya membagi waktu dan semangat dalan bekajar;negatif
lebih ke arah praktikumnya termasuk asisten dosen terlalu seenaknya sendiri tidak ikuti aturan dari dosenya;negatif
Yang saya rasa kurang yaitu dalam paktikumnya karena asistennya seolah olah tidak peduli atau bisa dibilang seenaknya sendiri. Kalau misalkan dia pengen libur ya libur misal masuk ya masuk jangan kalau anak anak sudah pada berangkat dia baru bilang kalau tidak bisa datang dan itupun harus kami dari perwakilan kelas yang mengabari terlebih dahulu;negatif
paling di matkul praktikum  asisten dosennya kurang profesional terutama soal jam matkul.;negatif
untuk praktikum jam kelas C selalu berkurang;negatif
Terkadang masalah waktu misalnya saat presentasi;negatif
Kurang karena dari saya sendiri sihh karena emang dasarnya belum ngerti codingan banget;negatif
Saya rasa tidak ada tapi masih banyak yang perlu ditingkatkan kan seperti praktikum bagi mahasiswa karena mahasiswa tanpa praktikum bisa apa;negatif
Menurut saya kekurangannya hanya dari materi perkuliahan yang sangat banyak tapi dapat di sempitkan menjadi lebih efesien;negatif
Kekuarangannya  yaitu jika ada perpindahan kelas  maka kita kesulitan dalam mencari ruang kelas yang kosong;negatif
kekurangannya mungkin seperti dosen tidak masuk atau tidak tepat waktu  tetapi kekurangan tersebut tidak terlalu kurang bagi saya dikarenakan saya memahami bagaimana padatnya jadwal dosen;negatif
Kekurangan dalam perkuliahan ini seharusnya lebih diseimbangkan antara presentasi dengan pemaparan materi oleh dosen pengampu;negatif
Kekurangannya tugasnya yang lumayan susah dan pengajar yang kadang selalu tidak hadir;negatif
Secara keseluruhan perkuliahan mta kuliah DISTER sudah cukup memuaskan namun menurut saya pribadi masih ada kekurangannya yaitu dosen pengampu yang sering sekali tidak hadir kelas dikarenakan keluar kota :( ;negatif
Materinya kebanyakan menjelaskan pptnya  tidak langsung menuju ke praktiknya  membuat jadi bingung untuk memahami materinya;negatif
Menurut saya perkuliahan mata kuliah ini sudah cukup baik namun lebih baik lagi kalau dosen memberikan penjelasan atau praktik langsung tentang codenya;negatif
kadang tugasnya lumayan membebani;negatif
kekurangan pada matakuliah ini adalah tugas akhir yang susah  faktor ini disebabkan karena banyak nya materi yang diberikan pada semester dan harus diimplementasikan saat pengerjaan tugas akhir.;negatif
kekurangan dalam perkuliahan ini adalah kurangnya penjelasan dari setiap materi yang disampaikan ;negatif
Kesibukan dosen  sering tidak masuk dan jika diganti dengan asdos seperti pada pertemuan sebelumnya menjadi kurang maksimal;negatif
Kekurangan utama dalam perkuliahan ini adalah materi yang sangat sulit di pahami  butuh proses yang sedikit lebih lama untuk penguasaan materi;negatif
Terkadang dari sisi teman yang kurang nyaman;negatif
Mungkin kekurangan dalam perkuliahan ini hanya beberapa saja seperti kurangnya penjelasan tetapi bisa ditutup dengan video pembelajaran;negatif
Kekurangan utamanya yaitu tentang waktu perkuliahan yang kurang.;negatif
Penjelasan nya kurang bisa dipahami  terlalu ringkas saat menjelaskan tiba-tiba tugas;negatif
Untuk kekurangan pada matkul ini mungkin tidak cukup banyak hanya saja pada tugas akhir terlalu berat ;negatif
Beberapa kali tidak masuk kelas  membuat saya merasa ketinggalan pelajaran dan harus effort utk belajar materi yg termasuk sulit secara mandiri ;negatif
kekurangan yang dapat saya simpulkan mungkin masih ada pemahaman dari mata kuliah ini yang masih terlalu rumit  lalu waktu dalam perkuliahan yang tidak sebanding dengan bobot mata kuliah  permasalahan yang semakin kompleks;negatif
Beberapa kali jamnya kosong sehingga banyak materi yang belum tersampaikan;negatif
Adakalanya dosen tidak hadir diwaktu perkuliahan sehingga membuat materi tertinggal ;negatif
untuk sub bab materi yang terkadang ada juga yang kurang begitu di pahami dan dimengerti;negatif
Menurut saya kekurangan dari perkuliahan ini yaitu bapak terkadang tidak bisa hadir tetapi lupa atau tidak memberikan informasi sebelum jadwal perkuliahan dimulai ;negatif
Kekurangan dalam perkuliahan ini sudah tepat  hanya saja dosen sering memberikan tugas secara online atau tidak didalam kelas.;negatif
Pada perkuliahan ini sering mendapat kan banyak tugas sehingga kita kesusahan jika ingin bertanya;negatif
Walaupun perkuliahan dilakukan terprogram dan dengan targetnya kadangkala dosen tidak masuk saat perkuliahan hal ini membuat beberapa program perkuliahan harus diubah. ;negatif
menurut saya kekurangan dalam perkuliahan ini yaitu tidak ada jam praktikum jadi harus praktikum dirumah sendiri dan terkadang mager jika melakukan praktikum dirumah;negatif
Kekurangan adalah kurang detail dalam memberi target ke mahasiswa untuk kedepan nya;negatif
Menurut saya yang menjadi kekurangan utama dalam perkuliahan yang membuat merasa kurang puas adalah melakukan praktikkum dirumah karena terkadang masih bingung ;negatif
menurut saya kekurangan dari matakuliah ini sendiri adalah kurangnya penjelasan mengenai kode pemrograman dari dosen;negatif
Pada perkuliahan ini kekurangannya tidak memberi penjelasan coding dari dasar dengan bahasa yang menurut saya baru;negatif
Terkadang masih ada jam kosong yang telat diberitahukan  dan menurut saya jam kosong tersebut agak merugikan pihak mahasiswa karena akan berpengaruh terhadap tugas presentasi maupun yang lainnya;negatif
Pengumuman libur yang mendadak karena mahasiswa sudah menunggu dan jam sore yang mana energi untuk belajar tinggal sedikit. ;negatif
kalau memberitahun kelas jangan mendadak  sebaiknya jika memberi tugas materinya diberikan terlebih dahulu sehingga yg mengerjakan menjadi paham;negatif
menurut saya kekurangannya ada jam pengganti apabila dosen tidak masuk  minimal diberikan preview materi baru terlebih dahulu agar mahasiswa bisa mengetahui next pertemuan yang akan dibahas;negatif
Menurut saya  mungkin untuk pembagian kelompoknya ketika ada tugas project itu kurang merata  dan tidak ada mata kuliah praktikumnya.;negatif
Kadang ada beberapa materi yang disampaikan tidak dapat dicerna beberapa mahasiswa;negatif
Banyak tugas kuliah dan kurangnya materi yang disampaikan ;negatif
Bannyaknya mahasiswa yang masih tidak mengerti sehing ketika diberikan projek kelompok banyak bergantung kepada salahsatu mhasiswa ;negatif
pada perkuliahan ini tidak ada praktikum  sehingga apabila mengalami kesulitan dalam pembelajaran sulit untuk memecahkan bersama;negatif
Kurang bisa mengikuti apabila mahasiswa tidak memahami betul bahasa yang digunakan  mungkin dapat dijelaskan beberapa syntax yang ada terlebih dahulu;negatif
Waktu perkulihannya terlalu malam sehingga mahasiswa sudah merasa capek dan ngantuk;negatif
Kekurangan dari perkuliahan ini adalah beberapa pertemuan dosen tidak masuk karena ada kegiatan di luar kampus ;negatif
Kekurangan nya adalah jadwal perkuliahan yang kurang tepat waktu atau keterlambatan informasi yang diterima mahasiswa terkait libur tidak nya perkuliahan pada hari tersebut  kebersihan yang kurang diperhatikan  tempat ibadah untuk bagian wudhu Ikhwan dan akhwat tidak terpisah  dosen yang kurang sabar kepada mahasiswa yang kurang faham  dosen yang kurang adil mengenai cara mengajar mahasiswa dikarenakan kemampuan mahasiswa yang berbeda beda.;negatif
Kekurangan dalam perkuliahan ini secara pribadi  saya kurang cepat menangkap materi harus perlu banyak waktu tidak langsung paham saat hari itu juga materi diberikan;negatif
Jadwal perkuliahan yang dilaksanakan saat sore hari dimana peserta sudah mulai kurang konsentrasi saat mengikuti perkuliahan di kelas;negatif
Materi yang kompleks dan rumit  akan tetapi ada beberapa pertemuan kosong. Selain itu durasi perkuliahan yang singkat dan terlalu sore menjadi kekurangan materi kurang maksimalnya materi yang disampaikan.;negatif
Untuk kekurangan dalam perkuliahan ini menurut saya banyak waktu libur yang diberikan oleh bapak dosen sehingga banyak materi yang kami belum dapatkan.;negatif
Untuk kekurangan dari mata kuliah sister ini pak heri ada beberapa kali dinas luar sehingga ada kelas yang tidak di isi dan tidak di berikan tugas walaupun pada waktu di grup bilangnya akan di kasih tugas ;negatif
terkadang penyampaian materi terlalu cepat jadinya beberapa mahasiswa kurang ada gambaran terlebih dahulu;negatif
Waktu untuk perkuliahan tidak pasti  kadang berubah ubah tidak sesuai jadwal;negatif
"perkuliahane aman pak cuma saya nya aja yang kadang""kurang memahami matkul nya.";negatif
Menurut saya di perkuliahan ini saya lebih kurang paham dengan materi yang di sampaikan;negatif
Kurangnya Kualitas Pengajaran: Metode pengajaran yang kurang efektif  dosen yang tidak dapat menjelaskan materi dengan baik  atau kurangnya keterlibatan dosen dalam proses belajar.  Beban Kerja yang Berlebihan;negatif
Banyak tugas  setiap pertemuan hampir ada tugas yang terkadang baru selesai bernapas lega harus kembali berpikir untuk tugas selainjutnya. Apalagi tugas yang semakin susah;negatif
Beberapa pertemuan yang terlewat jadi proses pembelajaran sedikit terlambat. Kadang beberapa materi ada yang belum dishare ke mahasiswa diluar jam pembelajaran.;negatif
Yang membuat saya kurang puas dengan perkuliahan ini yaitu ketika disuruh untuk belajar mandiri atau memahami suatu materi yang berasal dari web  karena saya cukup kesulitan memahami materi jika tidak dijelaskan secara langsung;negatif
kekurangan dalam perkuliahan ini yaitu seringnya kosong atau tidak adanya pembelajaran perkuliahan ;negatif
Dasar dari mata kuliah ini yang belum disampaikan secara maksimal dan sedikit materi yang di post mengenai mata kuliah ini;negatif
kekurangan pada perkuliahan ini yang membuat kurang puas adalah terkadang ada materi yang harus dicari sendiri agar kita dapat belajar lebih dari apa yang disampaikan dosen  tapi terkadang dalam praktiknya membuat pusing karna jika didapat eror dan harus mencari alasannya kenapa bisa eror  dsb.;negatif
Kekurangannya adalah ketika info jam kosong atau tidak ada kelas menginfokan mendadak;negatif
Jam yang terlalu sore menurut saya kurang efektif karna jarak dari matkul sebelumnya agak lama;negatif
sedikit sulit dan kurang mudah di fahami mata kuliah ini;negatif
perkuliahan menarik  dosen sangat kompeten  ;positif
Cukup mudah di pahami ;normal
Mudah dipahami dan dimengerti dalam menjelaskan maupun mem praktekkan pelajaran;positif
Saya sangat senang apabila masuk di kelas ini karena pengajaran yang diberikan tidak monoton;normal
Menurut saya cukup baik untuk metode pengajaran yang digunakan dalam perkuliahan ;normal
Metode yang digunakan dalam pembelajaran ini sudah baik  mulai dari dijelaskan teorinya  diptaktekan teorinya dan yang paling saya suka adalah tugas menulis karena dengan menulis saya lebih bisa memahami suatu teori;positif
Dalam pembelajaran teori  bagi saya kurang tepat karena kurangnya ilustrasi.;normal
Metode pembelajaran nya ya okh lah di samping ada materi ada juga praktikum nya jadi mahasiswa jadi lebih paham;positif
Menurut saya metode pembelajaran ini cukup baik hanya saja terlalu cepat ketika menjelaskan sehingga saya tertinggal di beberapa sub pembahasanan;normal
Bagi saya metode pembelajaran ini mudah untuk di pahami dan tidak bertele tele ;positif
menurut saya metode pengajaran yang di gunakan dalam perkuliahan ini cukup menarik  karena selalu berinteraksi ke mhsnya  mahasiswa di tunjuk untuk memberi pendapatan dan mengasah mahasiswa nya untuk lebih berfikir kritis  dari bpk dosennya pun kalau menjelaskan sudah sangat jelas dan baik  dan saya suka perkuliahan ini.;positif
puas  saya suka mata kuliah yang teori dan praktikumnya di semester yang sama apalagi teorinya langsung dijelaskan sama dosen  tetapi alangkah baiknya jika jadwal perkuliahannya dilangsungkan di hari yang sama juga(masukan);normal
metode yang digunakan pada pekulihan saat ini saya rasa sudah efektif  dengan penjelasan materi yang jelas  pemberian contoh dalam keadaan nyata dan praktikum  sehingga memudahkan pemahaman.;positif
Metode yang di gunakan sudah tepat karena saya merasa tidak membosankan saat perkuliahan ;positif
Sangat membantu proses belajar . Tidak hanya menjelaskan tetapi juga lamgsung praktek dilapangan sehingga tau materi yang dibahas dan cara kerjanya seperti apa;positif
Saya suka dengan metode pengajaran yang digunakan dalam perkuliahan ini dan mungkin jika ada quiz bisa diinfokan minimal sehari sebelumnya hehee;positif
Metode yang digunakan sudah cukup baik  dalam penyampaian materi lebih ringkas sehingga saya lebih cepat paham;positif
Metode pengajaran cukup bagus Dan efektif disamping ada pemaparan materi ada juga quiz Dan diskusi kelompok jadi tidak monoton.;positif
Materi disajikan per sub bab sehingga mudah ditangkap dan dipahami;positif
sejauh ini alhamdulillah masih aman kalau ada kendala atau kesulitan masih bisa diikuti;positif
bagus  dijelaskan dlu oleh dosen dan terkadang ada diskusi kelompok;positif
Metode yang diberikan pada matkul teori mudah dipahami  dengan menggunakan power point yang ditampilkan saat pembelajaran membuat mahasiwa juga bisa mendapat lebih banyak informasi karena ppt juga ringkas tapi mencakup semuanya  apa yang dijelaskan dan dipaparkan dari ppt juga sudah cukup membuat mahasiswa paham karena dijelaskan secara rinci dan keseluruhan. tapi untuk praktikum  metodenya kurang karena tidak dijelaskan secara rinci dan masih terkesan terlalu cepat. ;normal
Metode yang digunakan dalam perkuliahan ini cukup efektif. Di perkuliahan ini menggunakan metode pengajaran teori dan praktek  sehingga mahasiswa dapat mengimplementasikan teori yg didapat ke dalam praktikum.;positif
untuk metode pengajarannya saya rasa sangat bagus karena dosen nya tidak terlalu mamaksaan materi harus selesai  tetapi biar materi nya sedikit demi sedikit yang pasti mahasiswa mudah memahami nya;positif
sebenarnya dengan bantuan asisten sangat membantu dalam praktikum kami  tetapi terkadang asisten telat datang selebihnya tidak ada yang kurang;normal
Menurut saya itu sangat bagus   kerana dapat materi langsung praktek jadi lebih ingat materi nya dari pada biasanya .;positif
Bagus mahasiswa dapat memahami materi secara seksama dan diskusi tentang materi yang di pelajari ;positif
Menurut saya metode yang di gunakan di perkuliahan ini sudah bagus dan mudah di pahami ;normal
Saya sangat suka dan merasa sangat terbantu dengan metode yg digunakan. Rasanya sangat worth it  saya tidak hanya duduk mendengarkan tapi juga dapat aktif berdiskusi. Jadi ilmu yang saya dapat insyaAllah lebih banyak.;positif
Sangat bagus dan berbeda dengan dosen yang lainnya tentunya dalam soal presensi kehadiran perkuliahan ;positif
Metode pengajaran yang diberikan jelas tapi dengan suasana kelas yang santai sehingga mudah dipahami dan dosen melalukan pembelajaran secara komunikatif sehingga kita juga diajak berdiskusi sehingga tidak hanya mendengarkan;positif
Dengan cara diskusi kelompok memudahkan mahasiswa belajar berpendapat dan berekspresi;positif
Lumayan bagus karena dosennya tau bahwa materinya banyak maka dijelaskan per layer sehingga nggak terlalu susah sih tapi tetap harus effort untuk memahami ;normal
metodenya sangat efektif karena menggunakan media ppt dan di jelaskan setiap poin-poin di dalam materinya;positif
Sudah baik Mudah di mengerti untuk orang yang batu belajar  ;normal
metode pembelajaran sudah baik  mungkin akan lebih baik lagi jika di akhir pembelajaran ada review materi yang diajarkan atau juga bisa diadakan quiz;positif
Klo bagi saya ini sudah lumayan efektif dengan tugas tugas yang diberikan menjadikan kita buat lebih sering buka materi tentang matkul ini.;positif
Bagus dan mudah dipahami apalagi saat dibagi ke dalam kelompok menambah keaktifan mahasiswa;normal
metode yang digunakan sudah baik karena terdapat interaksi atau pendekatan kepada mahasiswa secara langsung;positif
Saya sangat setuju  karena metode ini membuat saya lebih memahami dan juga kadang metodenya bervariatif jadinya tidak bikin ngantuk. ;positif
menurut saya metode pengajaran yang digunakan dalam perkuliahan ini bagus ;positif
Metode pengajaran bagus  dosen menjelaskan point-point penting secara rinci dan detail ;normal
efektif terutama terkait presentasi spontan untuk mengasah public speaking mahasiswa;positif
Cukup menarik untuk dilihat dan cukup mudah untuk memahami materi yang diberikan dosen;normal
Saya sangat suka dengan metode pembelajaran yang dilakukan oleh pak hery karena menyenangkan dan tidak membosankan.;positif
pada metode pembelajaran interaktif seperti berkelompok secara langsung dengan teman menurut saya sangat efektif karena kita dituntut untuk mempelajari materi yang akan dipresentasikan  karena diberi batasan waktu;positif
metode pengajaran yang di gunakan pak hery cukup baik karena mata kuliah jaringan komputer bisa dibilangan lumayan sulit apabila tidak di bimbing atau dijelaskan langsung oleh dosen nya ;positif
sudah lumayan bagus dengan diadakan diskusi berkelompok dan juga ada kelas untuk praktek  namun alangkah lebih baik jika materi tidak terfokus pada modul pembelajaran  bisa ditambahi menggunaka penjelasan vidio atau peragaan secara langsung agar lebih mudah dipahami;positif
Cara mengajarnya mudah dipahami dan sangat meluaskan wawasan tentang jaringan komputer;positif
bagus  dosen juga tidak terlalu serius dan memberikan analogi yang tepat sehingga mudah dimengerti;positif
Kurang begitu efektif  mungkin bisa menggunakan media yang lebih interaktif dan menggambarkan materi yang sedang dipelajari ;positif
Metode pengajaran sudah baik dengan sering berinteraksi kepada mahasiswa;positif
Metode pembelajaran sangat menyenangkan dan variatif sehingga materi lebih mudah dipahami dan tidak mengantuk ;positif
Sangat membantu dalam perkuliahan sehingga tidak bosan seperti adanya diskusi kelompok maupun kuis ;positif
metodenya cukup efisien menurut saya akan tetapi alangkah lebih baiknya jam praktikumnya ditambah;positif
Sangat variatif dan interaktif baik antar mahasiswa maupun antara dosen dan mahasiswa;positif
metode pengajaran yang bervariasi  interaktif  dan penekanan pada pemahaman konsep serta penerapan praktis;normal
dalam pembelajaran dosen sudah sangat baik dalam memberikan penjelasan terkait materi yang disampaikan;positif
Dalam perkuliahan ini metode pengajaran yang digunakan tepat karena menggunakan metode blended learning;positif
"[Rentang Waktu : Pertemuan 1 - 8] 1.) Komunikasi antar dosen dan mahasiswa cukup interaktif; 2.) Presentasi yang dibawakan cukup menarik; 3.) Metode Studi Kelompok Mahasiswa untuk pembelajaran real-time cukup menarik.";positif
Metode yang digunakan cukup efesien untuk dapat memahami materi dan praktikum;positif
Cukup baik  tidak membosankan dan lebih enjoy saat mengikuti mata perkuliahannya;normal
sangat bisa dinikmati  dipahami  walaupun suka kecepetan;positif
Menurut saya pribadi saya lebih suka dengan metode pengajaran dipertemukan ke 7 yang bersifat kebersamaan;normal
Untuk metode pengajarannya menurut saya sudah bagus  dosennya pun mengajar kami sambil tersenyum dan lebih ada komunikasi dalam pembelajarannya sendiri  sehingga saya pribadi pun merasa seakan saya bisa lebih memahami ;positif
Mudah dipahami dan tidak membosankan;positif
Saya tidak merasa terbebani dengan metode perkuliahan ini karena saya sudah punya basic jaringan.;positif
Secara umum  saya merasa bahwa metode pengajaran yang digunakan dalam perkuliahan ini sudah cukup variatif dan inovatif.;positif
Cukup baik tapi alangkah lebih baik lagi pada matkul praktikum bisa diajar langsung oleh pak Heri :);normal
"baik  seperti yang saya jelaskan di atas  metode pengajaran yang diberikan susah bisa membangun interaktif di kelas  terutama bagi teman"" yang diem"" dan yang sering bolos  jadi rajin kuliah";positif
Sangat bagus tetapi terkadang jika saya kurang fokus saya sering lupa hehe;positif
sangat suka dalam metode pengajaran yang diterapkan di matkul ini  karena tidak terlalu menekan mahasiswa;positif
sangat baik  penyampaian materi dengan praktik  tugas yang ketat dapat membuat mahasiswa lebih aktif dalam belajar dan mengerjakan tugas.;positif
Pendapat saya untuk metode pengajaran mata kuliah ini biasa saja sama seperti mata kuliah yang lain;negatif
lumayan menarik karena kurang tau  yaa menarik saja gtau alasannya;positif
untuk teori yang langsung disampaikan oleh dosen saya merasa puas karena bisa berinteraksi dan mengalami adanya komunikasi 2 arah/taya jawab;normal
Cukup menyenangkan karena mahasiswa dituntut ikut aktif dalam perkuliahan seperti mengerjakan kuis  praktek langsung;positif
menurut saya sendiri menarik jika ada quiz seperti kemarin  bisa membuktikan sampai mana pemahaman mahasiswa dalam memahami materi yang disampaikan dosen. tetapi untuk praktikum nya  kurang efisien karena arahan dari asisten dosen itu kurang jelas dan terkesan tergesa-gesa. asdos nya juga kalo ga masuk ga ngasih kabar sebelum dari kami yg mengabari bahwa kami sudah menunggu di kelas;normal
Alhamdulillah mudah dipahami ;positif
cukup bagus menunjang pemahaman terkait materi;normal
sudah baik dan tepat tetapi terdapat minus seperti di nomer 2;normal
rate 9/10 jelas dan kudah dipahami  mantap;positif
menurut saya itu cukup ;normal
dengan adanya quiz bisa menjadi acuan untuk paham ;positif
metode pengajaran yang diajarkan oleh pak hery sangat memahamkan dan mudah dicerna.;normal
metode pembelajaran cukup baik  dan tidak berbelit belit;positif
untuk teori mungkin saya kurang memahami karena diri saya sendiri kurang fokus untuk mendengarkan dosen berbicara  dan saya lebih gampang mengerti kalo praktik langsung karena di situ saya berusaha untuk mencoba nya sendiri dan itu gampang di ingat menurut saya.;normal
Mudah dipahami  tetapi kembali kepada saya memperhatikan atau tidak ;normal
sudah bagus  penyampaian disampaikan dengan simple dan praktis sehingga mudah untuk dipahami;positif
Metode pengajaran yang digunakan jelas dan efektif dalam penyampaian materi kepada mahasiswa ;positif
Menurut pendapat saya  metode yang digunakan Pak Hery mampu membuat mahasiswa nyaman dalam belajar  karena pembawaan Beliau yang friendly serta topik yang diajarkan menyebutkan kegunaan nanti di dunia kerja  jadi cukup membuat mahasiswa tertarik mengikuti perkuliahan Beliau.;positif
saya suka dengan metode pengajaran di teori. tetapi untuk praktikum menurut saya terlalu cepat  sehingga banyak mahasiswa yang belum paham tetapi terpaksa harus tetap lanjut materi. ;negatif
metode pengajaran mudah diikuti  menyenangkan dan tidak membosankan;positif
Metode yang di gunakan sudah baik  seprti absen dll;normal
Bagus dan membuat saya menjadi disiplin dan lebih semangat dalam menjalani perkuliahan;positif
suka dan enak didengar  namun tidak terlalu suka dengan praktikumnya terlalu menyepelekan adik kelasnya;normal
Menurut saya sangat bagus  mudah di fahami  akan tetapi tidak dengan mahasiswa yang memang dia tidak ada basics di dalam prodi atau matkul yang ada di prodi ti sendiri. ;positif
suka  interaktifnya kadang kita harus diskusi  ada quiz juga  beda aja dari matkul lain;positif
bisa di terima  di jelaskan secara runtut cukup mudah untuk d pelajari ;positif
Puas Dan merasa dipuaskan oleh materi yang disampaikan;positif
Baguss  sebenernya kalau di telaah sama bener bener belajar;positif
Metode sudah cukup bagus  ada sesi tanya jawab juga dan yang terpenting diberikan tugas agar mahasiswa tidak malas;positif
Saya suka metode pembelajaran yang dibawakan  terkesan santai tapi tegas;positif
Baik  karena dalam proses mengajar ada beberapa metode yang sudah diterapkan sehingga membuat pembelajaran menjadi lebih menyenangkan;positif
metode yang diajarkan praktis  santai  dan mudah diikuti;positif
Sudah cukup baik dimana mahasiswa melakukan presentasi yang bertujuan agar mahasiswa tidak pasif dikelas ;normal
Seru  asik  santai dan mahasiswa tidak merasa tertekan dari dosen nya dan juga semisal ujian itu walau langsung face to face tapi ga yang dibantai pertanyaan;positif
Metodenya bagus karena menggabungkan antara penjelasan dari dosen   diskusi dan presentasi;positif
Sedikit menyenangkan dikarenakan ada pemecah suasana/candaan agar kelas tidak boring;normal
Metode pengajaran dalam mata kuliah ini saya kira sudah sukup baik;normal
metode pengajaran yang digunakan dalam perkuliahan ini menurut saya sudah baik dan tepat;positif
pendapat saya tentang metode pengajaran pada perkuliahan ini sangat memuaskan dan perlu diterapkan oleh dosen matakuliah lain.;positif
metode yang digunakan relevan dengan perkembangan zaman  mudah dipahami;positif
metodenya bagus dapat membuat mahasiswa berekplorasi lebih lanjut terkait maateri yang ada;positif
Metode yg di gunakan sangat efesien di jelaskan secara rinci  tetapi jarang penjelasan langsung yang disertai dengan praktek;normal
Merasa puas;normal
metode pengajran yang digunakan dalam kuliah ini sudah cukup baik ;positif
Pendapat saya tentang perkuliahan ini sangat baik ketika diajarkan memodifikasi codingan.;positif
Kadang senang dosennya gak masuk  tapi tugas nya banyak;normal
sangat suka dalam metode pembelajaran pada matakuliah ini dan cukup bagus tidak hanya memberikan sebuah materi saja namun praktik juga diperhatikan oleh bapak. ;positif
Menurut saya metode pengajaran yg digunakan sudah bagus dan sesuai scr materi perkuliahan dan dapat diterima oleh para mhs;positif
metode pembelajaran menurut saya sudah bagus mulai dari inovasi perkuliahan mengenai materi dari video youtube lalu pembagian kelompok yang menurut saya lebih teratur;normal
Sudah baik  namun untuk beberapa kali tugas mungkin tidak perlu dijadikan laporan atau diberikan waktu yang agak panjang;normal
Bagus karena setelah teori diberikan contoh berupa praktikum langsung ;positif
metode pengajaran yang digunakan dalam perkuliahan ini cukup untuk mudah meyerap pemahaman tentang sub bab nya;positif
Metode pengajaran yang digunakan dalam perkuliahan ini sudah bagus yaitu dimana kami tidak hanya diberikan teori saja  tetapi juga diberikan praktik sehingga kami menjadi lebih memahami mengenai nateri tersebut.;positif
Menurut saya  akan lebih baik dosen memberikan penjelasan secara detail dan terperinci. Agar mahasiswa dapat memahaminya.;normal
Metode pengajaran yang telah dilakukan di perkuliahan ini cukup baik dikarenakan jika kita kesusahan dalam menjawab tugas kita bisa menanyakan hal tersebut kepada bapak dosen atau teman sekelompok ;positif
Metode yang digunakan biasa karena tidak adanya praktikum membuat interaksi praktiknya dengan dosen kurang. ;normal
metode pengajaran yang digunakan dalam perkuliahan ini sudah cukup bagus dan lumayan paham jika dijelaskan;positif
